family,number,id,name,description,type,status,placeholder_values,profile_notes,page
AU,05(01),au-5.1,Response to audit logging process failures,"Response to audit logging process failures: Storage capacity warning
Provide a warning to [Assignment: organization-defined personnel, roles, and/or locations] within [Assignment:
organization-defined time period] when allocated audit log storage volume reaches [Assignment: organization-defined
percentage] of repository maximum audit log storage capacity.",Control,Selected,NA,NA,36
AU,05(02),au-5.2,Response to audit logging process failures,"Response to audit logging process failures: Real-time alerts
Provide an alert within [Assignment: organization-defined real-time period] to [Assignment: organization-defined
personnel, roles, and/or locations] when the following audit failure events occur: [Assignment: organization-defined audit
logging failure events requiring real-time alerts].",Control,Not selected,NA,NA,36
AU,05(03),au-5.3,Response to audit logging process failures,"Response to audit logging process failures: Configurable traffic volume thresholds
Enforce configurable network communications traffic volume thresholds reflecting limits on audit log storage capacity
and [Selection: reject; delay] network traffic above those thresholds.",Control,Not selected,NA,NA,36
AU,05(04),au-5.4,Response to audit logging process failures,"Response to audit logging process failures: Shutdown on failure
Invoke a [Selection (one): full system shutdown; partial system shutdown; degraded operational mode with limited
mission or business functionality available] in the event of [Assignment: organization-defined audit logging failures],
unless an alternate audit logging capability exists.",Control,Not selected,NA,NA,36
AU,05(05),au-5.5,Response to audit logging process failures,"Response to audit logging process failures: Alternate audit logging capability
Provide an alternate audit logging capability in the event of a failure in primary audit logging capability that implements
[Assignment: organization-defined alternate audit logging functionality].",Control,Not selected,NA,NA,36
AU,06,au-6,"Audit record review, analysis, and reporting","A. Review and analyze system audit records [Assignment: organization-defined frequency] for indications of [Assignment:
organization-defined inappropriate or unusual activity] and the potential impact of the inappropriate or unusual activity;
B. Report findings to [Assignment: organization-defined personnel or roles].
C. Adjust the level of audit record review, analysis, and reporting within the system when there is a change in risk based
on law enforcement information, intelligence information, or other credible sources of information.",Control,Selected,NA,NA,36
AU,06(01),au-6.1,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Automated process integration
Integrate audit record review, analysis, and reporting processes using [Assignment: organization-defined automated
mechanisms].",Control,Selected,NA,NA,36
AU,06(02),au-6.2,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Automated security alerts
Withdrawn: Incorporated into SI-04.",NA,NA,NA,NA,36
AU,06(03),au-6.3,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Correlate audit record repositories
Analyze and correlate audit records across different repositories to gain organization-wide situational awareness.",Control,Selected,NA,NA,36
AU,06(04),au-6.4,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Central review and analysis
Provide and implement the capability to centrally review and analyze audit records from multiple components within the
system.",Control,Selected,NA,NA,36
AU,06(05),au-6.5,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Integrated analysis of audit records
Integrate analysis of audit records with analysis of [Selection (one or more): vulnerability scanning information;
performance data; system monitoring information; [Assignment: organization-defined data/information collected from
other sources]] to further enhance the ability to identify inappropriate or unusual activity.",Control,Not selected,NA,NA,37
AU,06(06),au-6.6,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Correlation with physical monitoring
Correlate information from audit records with information obtained from monitoring physical access to further enhance
the ability to identify suspicious, inappropriate, unusual, or malevolent activity.",Control,Not selected,NA,NA,37
AU,06(07),au-6.7,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Permitted actions
Specify the permitted actions for each [Selection (one or more): system process; role; user] associated with the review,
analysis, and reporting of audit record information.",Control,Not selected,NA,NA,37
AU,06(08),au-6.8,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Full text analysis of privileged commands
Perform a full text analysis of logged privileged commands in a physically distinct component or subsystem of the
system, or other system that is dedicated to that analysis.",Control,Not selected,NA,NA,37
AU,06(09),au-6.9,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Correlation with information from nontechnical sources
Correlate information from nontechnical sources with audit record information to enhance organization-wide situational
awareness.",Control,Not selected,NA,NA,37
AU,06(10),au-6.10,"Audit record review, analysis, and reporting","Audit record review, analysis, and reporting: Audit level adjustment
Withdrawn: Incorporated into AU-06.",NA,NA,NA,NA,37
AU,07,au-7,Audit record reduction and report generation,"Provide and implement an audit record reduction and report generation capability that:
A. supports on-demand audit record review, analysis, and reporting requirements and after-the-fact investigations of
incidents
B. does not alter the original content or time ordering of audit records",Control,Selected,NA,NA,37
AU,07(01),au-7.1,Audit record reduction and report generation,"Audit record reduction and report generation: Automatic processing
Provide and implement the capability to process, sort, and search audit records for events of interest based on the
following content: [Assignment: organization-defined fields within audit records].",Control,Selected,NA,NA,37
AU,07(02),au-7.2,Audit record reduction and report generation,"Audit record reduction and report generation: Automatic sort and search
Withdrawn: Incorporated into AU-07(01).",NA,NA,NA,NA,37
AU,08,au-8,Time stamps,"A. Use internal system clocks to generate time stamps for audit records.
B. Record time stamps for audit records that meet [Assignment: organization-defined granularity of time measurement]
and that use Coordinated Universal Time (UTC), have a fixed local time offset from Coordinated Universal Time, or that
include the local time offset as part of the time stamp.",Control,Selected,NA,NA,37
AU,08(01),au-8.1,Time stamps,"Time stamps: Synchronization with authoritative time source
Withdrawn: Moved to SC-45(01).",NA,NA,NA,NA,38
AU,08(02),au-8.2,Time stamps,"Time stamps: Secondary authoritative time source
Withdrawn: Moved to SC-45(02).",NA,NA,NA,NA,38
AU,09,au-9,Protection of audit information,"A. Protect audit information and audit logging tools from unauthorized access, modification, and deletion.
B. Alert [Assignment: organization-defined personnel or roles] upon detection of unauthorized access, modification, or
deletion of audit information.",Control,Selected,NA,NA,38
AU,09(01),au-9.1,Protection of audit information,"Protection of audit information: Hardware write-once media
Write audit trails to hardware-enforced, write-once media.",Control,Not selected,NA,NA,38
AU,09(02),au-9.2,Protection of audit information,"Protection of audit information: Store on separate physical systems or components
Store audit records [Assignment: organization-defined frequency] in a repository that is part of a physically different
system or system component than the system or component being audited.",Control,Selected,NA,NA,38
AU,09(03),au-9.3,Protection of audit information,"Protection of audit information: Cryptographic protection
Implement cryptographic mechanisms to protect the integrity of audit information and audit tools.",Control,Not selected,NA,NA,38
AU,09(04),au-9.4,Protection of audit information,"Protection of audit information: Access by subset of privileged users
Authorize access to management of audit logging functionality to only [Assignment: organization-defined subset of
privileged users or roles].",Control,Selected,NA,NA,38
AU,09(05),au-9.5,Protection of audit information,"Protection of audit information: Dual authorization
Enforce dual authorization for [Selection (one or more): movement; deletion] of [Assignment: organization-defined audit
information].",Control,Not selected,NA,NA,38
AU,09(06),au-9.6,Protection of audit information,"Protection of audit information: Read-only access
Authorize read-only access to audit information to [Assignment: organization-defined subset of privileged users or roles].",Control,Selected,NA,NA,38
AU,09(07),au-9.7,Protection of audit information,"Protection of audit information: Store on component with different operating system
Store audit information on a component running a different operating system than the system or component being
audited.",Control,Not selected,NA,NA,38
AU,10,au-10,Non-repudiation,"Provide irrefutable evidence that an individual (or process acting on behalf of an individual) has performed [Assignment:
organization-defined actions to be covered by non-repudiation].",Control,Not selected,NA,NA,38
AU,10(01),au-10.1,Non-repudiation,"Non-repudiation: Association of identities
a. Bind the identity of the information producer with the information to [Assignment: organization-defined strength of
binding].
b. Provide the means for authorized individuals to determine the identity of the producer of the information.",Control,Not selected,NA,NA,38
AU,10(02),au-10.2,Non-repudiation,"Non-repudiation: Validate binding of information producer identity
a. Validate the binding of the information producer identity to the information at [Assignment: organization-defined
frequency].
b. Perform [Assignment: organization-defined actions] in the event of a validation error.",Control,Not selected,NA,NA,39
AU,10(03),au-10.3,Non-repudiation,"Non-repudiation: Chain of custody
Maintain reviewer or releaser credentials within the established chain of custody for information reviewed or released.",Control,Not selected,NA,NA,39
AU,10(04),au-10.4,Non-repudiation,"Non-repudiation: Validate binding of information reviewer identity
a. Validate the binding of the information reviewer identity to the information at the transfer or release points prior to
release or transfer between [Assignment: organization-defined security domains].
b. Perform [Assignment: organization-defined actions] in the event of a validation error.",Control,Not selected,NA,NA,39
AU,10(05),au-10.5,Non-repudiation,"Non-repudiation: Digital signatures
Withdrawn: Incorporated into SI-07.",NA,NA,NA,NA,39
AU,11,au-11,Audit record retention,"Retain audit records for [Assignment: organization-defined time period consistent with records retention policy] to provide
support for after-the-fact investigations of incidents and to meet regulatory and organizational information retention
requirements.",Control,Selected,NA,NA,39
AU,11(01),au-11.1,Audit record retention,"Audit record retention: Long-term retrieval capability
Employ [Assignment: organization-defined measures] to ensure that long-term audit records generated by the system can
be retrieved.",Control,Not selected,NA,NA,39
AU,12,au-12,Audit record generation,"A. Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-02A on
[Assignment: organization-defined system components].
B. Allow [Assignment: organization-defined personnel or roles] to select the event types that are to be logged by specific
components of the system.
C. Generate audit records for the event types defined in AU-02C that include the audit record content defined in AU-03.",Control,Selected,NA,NA,39
AU,12(01),au-12.1,Audit record generation,"Audit record generation: System-wide and time-correlated audit trail
Compile audit records from [Assignment: organization-defined system components] into a system-wide (logical or
physical) audit trail that is time-correlated to within [Assignment: organization-defined level of tolerance for the
relationship between time stamps of individual records in the audit trail].",Control,Selected,NA,NA,39
AU,12(02),au-12.2,Audit record generation,"Audit record generation: Standardized formats
Produce a system-wide (logical or physical) audit trail composed of audit records in a standardized format.",Control,Not selected,NA,NA,39
AU,12(03),au-12.3,Audit record generation,"Audit record generation: Changes by authorized individuals
Provide and implement the capability for [Assignment: organization-defined individuals or roles] to change the logging to
be performed on [Assignment: organization-defined system components] based on [Assignment: organization-defined
selectable event criteria] within [Assignment: organization-defined time thresholds].",Control,Not selected,NA,NA,39
AU,12(04),au-12.4,Audit record generation,"Audit record generation: Query parameter audits of personal information
Provide and implement the capability for auditing the parameters of user query events for data sets containing personal
information.",Control,Not selected,NA,NA,40
AU,13,au-13,Monitoring for information disclosure,"A. Monitor [Assignment: organization-defined open-source information and/or information sites] [Assignment:
organization-defined frequency] for evidence of unauthorized disclosure of organizational information.
B. If an information disclosure is discovered:
1. notify [Assignment: organization-defined personnel or roles]
2. take the following additional actions: [Assignment: organization-defined additional actions]",Control,Not selected,NA,NA,40
AU,13(01),au-13.1,Monitoring for information disclosure,"Monitoring for information disclosure: Use of automated tools
Monitor open-source information and information sites using [Assignment: organization-defined automated mechanisms].",Control,Not selected,NA,NA,40
AU,13(02),au-13.2,Monitoring for information disclosure,"Monitoring for information disclosure: Review of monitored sites
Review the list of open-source information sites being monitored [Assignment: organization-defined frequency].",Control,Not selected,NA,NA,40
AU,13(03),au-13.3,Monitoring for information disclosure,"Monitoring for information disclosure: Unauthorized replication of information
Employ discovery techniques, processes, and tools to determine if external entities are replicating organizational
information in an unauthorized manner.",Control,Not selected,NA,NA,40
AU,14,au-14,Session audit,"A. Provide and implement the capability for [Assignment: organization-defined users or roles] to [Selection (one or more):
record; view; hear; log] the content of a user session under [Assignment: organization-defined circumstances].
B. Develop, integrate, and use session auditing activities in consultation with legal counsel and in accordance with
applicable laws, Orders in Council, directives, regulations, policies, standards, and guidelines.",Control,Not selected,NA,NA,40
AU,14(01),au-14.1,Session audit,"Session audit: System start-up
Initiate session audits automatically at system start-up.",Control,Not selected,NA,NA,40
AU,14(02),au-14.2,Session audit,"Session audit: Capture/record and log content
Withdrawn: Incorporated into AU-14.",NA,NA,NA,NA,40
AU,14(03),au-14.3,Session audit,"Session audit: Remote viewing and listening
Provide and implement the capability for authorized users to remotely view and hear content related to an established
user session in real time.",Control,Not selected,NA,NA,40
AU,15,au-15,Alternate audit capability,Withdrawn: Moved to AU-05(05).,NA,NA,NA,NA,40
AU,16,au-16,Cross- organizational audit logging,"Employ [Assignment: organization-defined methods] for coordinating [Assignment: organization-defined audit information]
among external organizations when audit information is transmitted across organizational boundaries.",Control,Not selected,NA,NA,40
AU,16(01),au-16.1,Cross- organizational audit logging,"Cross-organizational audit logging: Identity preservation
Preserve the identity of individuals in cross-organizational audit trails.",Control,Not selected,NA,NA,40
AU,16(02),au-16.2,Cross- organizational audit logging,"Cross-organizational audit logging: Sharing of audit information
Provide cross-organizational audit information to [Assignment: organization-defined organizations] based on [Assignment:
organization-defined cross-organizational sharing agreements].",Control,Not selected,NA,NA,41
AU,16(03),au-16.3,Cross- organizational audit logging,"Cross-organizational audit logging: Disassociability
Implement [Assignment: organization-defined measures] to disassociate individuals from audit information transmitted
across organizational boundaries.",Control,Not selected,NA,NA,41
CA,01,ca-1,"Assessment, authorization, and monitoring policy and procedures","A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] assessment, authorization,
and monitoring policy that:
a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational
entities, and compliance
b. is consistent with applicable laws, Orders in Council, directives, regulations, jurisprudence, policies, standards, and
guidelines
2. procedures to facilitate the implementation of the assessment, authorization, and monitoring policy and the associated
assessment, authorization, and monitoring controls
B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and
dissemination of the assessment, authorization, and monitoring policy and procedures.
C. Review and update the current assessment, authorization, and monitoring:
1. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
2. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",Activity,Selected,NA,NA,41
CA,02,ca-2,Control assessments,"A. Select the appropriate assessor or assessment team for the type of assessment to be conducted.
B. Develop a control assessment plan that describes the scope of the assessment including:
1. controls and control enhancements under assessment
2. assessment procedures to be used to determine control effectiveness
3. assessment environment, assessment team, and assessment roles and responsibilities
C. Ensure the control assessment plan is reviewed and approved by the authorizing official or designated representative
prior to conducting the assessment.
D. Assess the controls in the system and its environment of operation [Assignment: organization-defined frequency] to
determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired
outcome with respect to meeting established security and privacy requirements.
E. Produce a control assessment report, Privacy Impact Assessment or Privacy Protocol that documents the results of
the assessment.
F. Provide the results of the control assessment to [Assignment: organization-defined individuals or roles].",Activity,Selected,NA,NA,41
CA,02(01),ca-2.1,Control assessments,"Control assessments: Independent assessors
Employ independent assessors or assessment teams to conduct control assessments.",Activity,Selected,NA,NA,42
CA,02(02),ca-2.2,Control assessments,"Control assessments: Specialized assessments
Include as part of control assessments, [Assignment: organization-defined frequency], [Selection: announced;
unannounced], [Selection (one or more): in-depth monitoring; security instrumentation; automated security test cases;
vulnerability scanning; malicious user testing; insider threat assessment; performance and load testing; data leakage or
data loss assessment; [Assignment: organization-defined other forms of assessment]].",Activity,Not selected,NA,NA,42
CA,02(03),ca-2.3,Control assessments,"Control assessments: Leveraging results from external organizations
Leverage the results of control assessments performed by [Assignment: organization-defined external organization(s)] on
[Assignment: organization-defined system] when the assessment meets [Assignment: organization-defined requirements].",Activity,Not selected,NA,NA,42
CA,03,ca-3,Information exchange,"A. Approve and manage the exchange of information between the system and other systems using [Selection (one or
more): interconnection security agreements; information exchange security agreements; memoranda of understanding or
agreement; information sharing agreements; information sharing arrangements; service level agreements; user
agreements; nondisclosure agreements; [Assignment: organization-defined type of agreement]].
B. Document, as part of each exchange agreement, the interface characteristics, security and privacy requirements,
controls, and responsibilities for each system, and the impact level of the information communicated.
C. Review and update the agreements [Assignment: organization-defined frequency].",Control,Selected,NA,NA,42
CA,03(01),ca-3.1,Information exchange,"Information exchange: Unclassified national security system connections
Withdrawn: Moved to SC-07(25).",NA,NA,NA,NA,42
CA,03(02),ca-3.2,Information exchange,"Information exchange: Classified national security system connections
Withdrawn: Moved to SC-07(26).",NA,NA,NA,NA,42
CA,03(03),ca-3.3,Information exchange,"Information exchange: Unclassified non-national security system connections
Withdrawn: Moved to SC-07(27).",NA,NA,NA,NA,42
CA,03(04),ca-3.4,Information exchange,"Information exchange: Connections to public networks
Withdrawn: Moved to SC-07(28).",NA,NA,NA,NA,42
CA,03(05),ca-3.5,Information exchange,"Information exchange: Restrictions on external system connections
Withdrawn: Moved to SC-07(05).",NA,NA,NA,NA,42
CA,03(06),ca-3.6,Information exchange,"Information exchange: Transfer authorizations
Verify that individuals or systems transferring data between interconnecting systems have the requisite authorizations
(i.e., write permissions or privileges) prior to accepting such data.",Control,Not selected,NA,NA,42
CA,03(07),ca-3.7,Information exchange,"Information exchange: Transitive information exchanges
a. Identify transitive (downstream) information exchanges with other systems through the systems identified in CA-03A.
b. Take measures to ensure that transitive (downstream) information exchanges cease when the controls on identified
transitive (downstream) systems cannot be verified or validated.",Control,Not selected,NA,NA,42
CA,04,ca-4,Security certification,Withdrawn: Incorporated into CA-02.,NA,NA,NA,NA,42
CA,05,ca-5,Plan of action and milestones,"A. Develop a plan of action and milestones for the system to document the planned remediation actions of the
organization to correct weaknesses or deficiencies noted during the assessment of the controls and to reduce or
eliminate known vulnerabilities in the system.
B. Update existing plan of action and milestones [Assignment: organization-defined frequency] based on the findings from
control assessments, independent audits or reviews, and continuous monitoring activities.",Activity,Selected,NA,NA,43
CA,05(01),ca-5.1,Plan of action and milestones,"Plan of action and milestones: Automation support for accuracy and currency
Ensure the accuracy, currency, and availability of the plan of action and milestones for the system using [Assignment:
organization-defined automated mechanisms].",Activity,Not selected,NA,NA,43
CA,06,ca-6,Authorization,"A. Assign a senior official as the authorizing official or custodian for the system.
B. Assign a senior official as the authorizing official or custodian for common controls available for inheritance by
organizational systems.
C. Ensure that the authorizing official or custodian for the system, before commencing operations:
1. accepts the use of common controls inherited by the system
2. authorizes the system to operate
D. Ensure that the authorizing official or custodian for common controls authorizes the use of those controls for
inheritance by organizational systems.
E. Update the authorizations [Assignment: organization-defined frequency].",Control,Selected,NA,NA,43
CA,06(01),ca-6.1,Authorization,"Authorization: joint authorization — Intra-organization
Employ a joint authorization process for the system that includes multiple authorizing officials from the same
organization conducting the authorization.",Control,Not selected,NA,NA,43
CA,06(02),ca-6.2,Authorization,"Authorization: joint authorization — Inter-organization
Employ a joint authorization process for the system that includes multiple authorizing officials with at least one
authorizing official from an organization external to the organization conducting the authorization.",Control,Not selected,NA,NA,43
CA,07,ca-7,Continuous monitoring,"Develop a system-level continuous monitoring strategy and implement continuous monitoring in accordance with the
organization-level continuous monitoring strategy that includes:
A. establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level
metrics]
B. establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined
frequencies] for assessment of control effectiveness
C. ongoing control assessments in accordance with the continuous monitoring strategy
D. ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy
E. correlation and analysis of information generated by control assessments and monitoring
F. response actions to address results of the analysis of control assessment and monitoring information
G. reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles]
[Assignment: organization-defined frequency]",Control,Selected,NA,NA,43
CA,07(01),ca-7.1,Continuous monitoring,"Continuous monitoring: Independent assessment
Employ independent assessors or assessment teams to monitor the controls in the system on an ongoing basis.",Control,Selected,NA,NA,43
CA,07(02),ca-7.2,Continuous monitoring,"Continuous monitoring: Types of assessments
Withdrawn: Incorporated into CA-02.",NA,NA,NA,NA,43
CA,07(03),ca-7.3,Continuous monitoring,"Continuous monitoring: Trend analyses
Employ trend analyses to determine if control implementations, the frequency of continuous monitoring activities, and the
types of activities used in the continuous monitoring process need to be modified based on empirical data.",Control,Not selected,NA,NA,44
CA,07(04),ca-7.4,Continuous monitoring,"Continuous monitoring: Risk monitoring
Ensure risk monitoring is an integral part of the continuous monitoring strategy that includes the following:
a. effectiveness monitoring
b. compliance monitoring
c. change monitoring",Control,Selected,NA,NA,44
CA,07(05),ca-7.5,Continuous monitoring,"Continuous monitoring: Consistency analysis
Employ the following actions to validate that policies are established and implemented controls are operating in a
consistent manner: [Assignment: organization-defined actions].",Control,Not selected,NA,NA,44
CA,07(06),ca-7.6,Continuous monitoring,"Continuous monitoring: Automation support for monitoring
Ensure the accuracy, currency, and availability of monitoring results for the system using [Assignment: organization-
defined automated mechanisms].",Control,Not selected,NA,NA,44
CA,08,ca-8,Penetration testing,"Conduct penetration testing [Assignment: organization-defined frequency] on [Assignment: organization-defined systems
or system components].",Control,Not selected,NA,NA,44
CA,08(01),ca-8.1,Penetration testing,"Penetration testing: Independent penetration testing agent or team
Employ an independent penetration testing agent or team to perform penetration testing on the system or system
components.",Control,Not selected,NA,NA,44
CA,08(02),ca-8.2,Penetration testing,"Penetration testing: Red team exercises
Employ the following red-team exercises to simulate attempts by adversaries to compromise organizational systems in
accordance with applicable rules of engagement: [Assignment: organization-defined red team exercises].",Control,Not selected,NA,NA,44
CA,08(03),ca-8.3,Penetration testing,"Penetration testing: Facility penetration testing
Employ a penetration testing process that includes [Assignment: organization-defined frequency] [Selection (one or more):
announced; unannounced] attempts to bypass or circumvent controls associated with physical access points to the
facility.",Control,Not selected,NA,NA,44
CA,09,ca-9,Internal system connections,"A. Authorize internal connections of [Assignment: organization-defined system components or classes of components] to
the system.
B. Document, for each internal connection, the interface characteristics, security and privacy requirements, and the nature
of the information communicated.
C. Terminate internal system connections after [Assignment: organization-defined conditions].
D. Review [Assignment: organization-defined frequency] the continued need for each internal connection.",Control,Selected,NA,NA,44
CA,09(01),ca-9.1,Internal system connections,"Internal system connections: Compliance checks
Perform security and privacy compliance checks on constituent system components prior to the establishment of the
internal connection.",Control,Selected,NA,NA,44
CM,01,cm-1,Configuration management policy and procedures,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] configuration management
policy that:
a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational
entities, and compliance
b. is consistent with applicable laws, Orders in Council, directives, regulations, policies, standards, and guidelines
2. procedures to facilitate the implementation of the configuration management policy and the associated configuration
management controls.
B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and
dissemination of the configuration management policy and procedures.
C. Review and update the current configuration management:
1. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
2. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",Activity,Selected,NA,NA,45
CM,02,cm-2,Baseline configuration,"A. Develop, document, and maintain under configuration control, a current baseline configuration of the system.
B. Review and update the baseline configuration of the system:
1. [Assignment: organization-defined frequency]
2. when required due to [Assignment: organization-defined circumstances]
3. when system components are installed or upgraded",Control,Selected,NA,NA,45
CM,02(01),cm-2.1,Baseline configuration,"Baseline configuration: Reviews and updates
Withdrawn: Incorporated into CM-02.",NA,NA,NA,NA,45
CM,02(02),cm-2.2,Baseline configuration,"Baseline configuration: Automation support for accuracy and currency
Maintain the currency, completeness, accuracy, and availability of the baseline configuration of the system using
[Assignment: organization-defined automated mechanisms].",Control,Selected,NA,NA,45
CM,02(03),cm-2.3,Baseline configuration,"Baseline configuration: Retention of previous configurations
Retain [Assignment: organization-defined number] of previous versions of baseline configurations of the system to
support rollback.",Control,Selected,NA,NA,45
CM,02(04),cm-2.4,Baseline configuration,"Baseline configuration: Unauthorized software
Withdrawn: Incorporated into CM-07(04).",NA,NA,NA,NA,45
CM,02(05),cm-2.5,Baseline configuration,"Baseline configuration: Authorized software
Withdrawn: Incorporated into CM-07(05).",NA,NA,NA,NA,45
CM,02(06),cm-2.6,Baseline configuration,"Baseline configuration: Development and test environments
Maintain a baseline configuration for system development and test environments that is managed separately from the
operational baseline configuration.",Control,Selected,NA,NA,45
CM,02(07),cm-2.7,Baseline configuration,"Baseline configuration: Configure systems and components for high-risk areas
a. Issue [Assignment: organization-defined systems or system components] with [Assignment: organization-defined
configurations] to individuals traveling to locations that the organization deems to be of significant risk.
b. Apply the following controls to the systems or components when the individuals return from travel: [Assignment:
organization-defined controls].",Control,Selected,NA,NA,46
CM,03,cm-3,Configuration change control,"A. Determine and document the types of changes to the system that are configuration-controlled.
B. Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit
consideration for security and privacy impact analyses.
C. Document configuration change decisions associated with the system.
D. Implement approved configuration-controlled changes to the system.
E. Retain records of configuration-controlled changes to the system for [Assignment: organization-defined time period].
F. Monitor and review activities associated with configuration-controlled changes to the system.
G. Coordinate and provide oversight for configuration change control activities through [Assignment: organization-defined
configuration change control element] that convenes [Selection (one or more): [Assignment: organization-defined
frequency]; when [Assignment: organization-defined configuration change conditions]].",Control,Selected,NA,NA,46
CM,03(01),cm-3.1,Configuration change control,"Configuration change control: Automated documentation, notification, and prohibition of changes
Use [Assignment: organization-defined automated mechanisms] to:
a. document proposed changes to the system
b. notify [Assignment: organization-defined approval authorities] of proposed changes to the system and request change
approval
c. highlight proposed changes to the system that have not been approved or disapproved within [Assignment:
organization-defined time period]
d. prohibit changes to the system until designated approvals are received
e. document all changes to the system
f. notify [Assignment: organization-defined personnel] when approved changes to the system are completed",Control,Not selected,NA,NA,46
CM,03(02),cm-3.2,Configuration change control,"Configuration change control: Testing, validation, and documentation of changes
Test, validate, and document changes to the system before finalizing the implementation of the changes.",Control,Selected,NA,NA,46
CM,03(03),cm-3.3,Configuration change control,"Configuration change control: Automated change implementation
Implement changes to the current system baseline and deploy the updated baseline across the installed base using
[Assignment: organization-defined automated mechanisms].",Control,Not selected,NA,NA,46
CM,03(04),cm-3.4,Configuration change control,"Configuration change control: Security and privacy representatives
Require [Assignment: organization-defined security and privacy representatives] to be members of the [Assignment:
organization-defined configuration change control element].",Control,Selected,NA,NA,46
CM,03(05),cm-3.5,Configuration change control,"Configuration change control: Automated security response
Implement the following security responses automatically if baseline configurations are changed in an unauthorized
manner: [Assignment: organization-defined security responses].",Control,Not selected,NA,NA,46
CM,03(06),cm-3.6,Configuration change control,"Configuration change control: Cryptography management
Ensure that cryptographic mechanisms used to provide the following controls are under configuration management:
[Assignment: organization-defined controls].",Control,Not selected,NA,NA,46
CM,03(07),cm-3.7,Configuration change control,"Configuration change control: Review system changes
Review changes to the system [Assignment: organization-defined frequency] or when [Assignment: organization-defined
circumstances] to determine whether unauthorized changes have occurred.",Control,Not selected,NA,NA,47
CM,03(08),cm-3.8,Configuration change control,"Configuration change control: Prevent or restrict configuration changes
Prevent or restrict changes to the configuration of the system under the following circumstances: [Assignment:
organization-defined circumstances].",Control,Not selected,NA,NA,47
CM,04,cm-4,Impact analyses,Analyze changes to the system to determine potential security and privacy impacts prior to change implementation.,Control,Selected,NA,NA,47
CM,04(01),cm-4.1,Impact analyses,"Impact analyses: Separate test environments
Analyze changes to the system in a separate test environment before implementation in an operational environment,
looking for security and privacy impacts due to flaws, weaknesses, incompatibility, or intentional malice.",Control,Selected,NA,NA,47
CM,04(02),cm-4.2,Impact analyses,"Impact analyses: Verification of controls
After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing
the desired outcome with regard to meeting the security and privacy requirements for the system.",Control,Selected,NA,NA,47
CM,05,cm-5,Access restrictions for change,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system.",Control,Selected,NA,NA,47
CM,05(01),cm-5.1,Access restrictions for change,"Access restrictions for change: Automated access enforcement and audit records
a. Enforce access restrictions using [Assignment: organization-defined automated mechanisms].
b. Automatically generate audit records of the enforcement actions.",Control,Not selected,NA,NA,47
CM,05(02),cm-5.2,Access restrictions for change,"Access restrictions for change: Review system changes
Withdrawn: Incorporated into CM-03(07).",Control,NA,NA,NA,47
CM,05(03),cm-5.3,Access restrictions for change,"Access restrictions for change: Signed components
Withdrawn: Moved to CM-14.",NA,NA,NA,NA,47
CM,05(04),cm-5.4,Access restrictions for change,"Access restrictions for change: Dual authorization
Enforce dual authorization for implementing changes to [Assignment: organization-defined system components and
system-level information].",Control,Not selected,NA,NA,47
CM,05(05),cm-5.5,Access restrictions for change,"Access restrictions for change: Privilege limitation for production and operation
a. Limit privileges to change system components and system-related information within a production or operational
environment.
b. Review and re-evaluate privileges [Assignment: organization-defined frequency].",Control,Not selected,NA,NA,47
CM,05(06),cm-5.6,Access restrictions for change,"Access restrictions for change: Limit library privileges
Limit privileges to change software resident within software libraries.",Control,Not selected,NA,NA,47
CM,05(07),cm-5.7,Access restrictions for change,"Access restrictions for change: Automatic implementation of security safeguards
Withdrawn: Incorporated into SI-07.",NA,NA,NA,NA,48
